Name,Age,Nationality,Overall,Club,Value,Wage,Preferred Foot,Position,Height,Weight
Elgezabal,25,Spain,67,AD Alcorcón,€825K,€7K,Right,CB,6.1,163
C. Schorch,29,Germany,67,KFC Uerdingen 05,€600K,€3K,Right,RCB,6.2,176
F. Migliore,30,Italy,67,US Cremonese,€550K,€2K,Left,LB,5.8,165
M. Gilks,36,Scotland,67,Scunthorpe United,€100K,€2K,Right,GK,6.1,179
Renan Tojeiras,34,Brazil,67,Sport Club do Recife,€230K,€5K,Left,CDM,5.93,172
G. Miura,23,Japan,67,Gamba Osaka,€1M,€4K,Right,RCB,6.0,170
Juande,31,Spain,67,Perth Glory,€525K,€2K,Right,RDM,6.0,165
H. Rojas,30,Colombia,67,Millonarios FC,€700K,€2K,Left,CM,5.93,163
Nuno Cedrim,26,Brazil,67,Vitória,€825K,€5K,Right,CAM,5.97,172
F. Orlando,21,Italy,67,US Salernitana 1919,€1.4M,€2K,Left,RW,5.6,143
I. Henderson,33,England,67,Rochdale,€475K,€3K,Right,LCM,5.93,148
L. Bostyn,24,Belgium,67,SV Zulte-Waregem,€700K,€3K,Right,GK,6.5,185
L. Abergel,25,France,67,AS Nancy Lorraine,€825K,€3K,Right,RB,5.8,154
A. Zapata,23,Colombia,67,Envigado FC,€1.1M,€1K,Left,RW,5.9,163
M. Smith,26,England,67,Rotherham United,€900K,€12K,Right,ST,6.4,190
N. Zimling,33,Denmark,67,SønderjyskE,€450K,€5K,Right,LCM,5.93,161
J. Bager,21,Denmark,67,Randers FC,€925K,€3K,Right,RCB,6.0,185
G. Masouras,21,Greece,67,Olympiacos CFP,€900K,€1K,Right,RB,5.97,161
G. Bourillon,34,France,67,La Berrichonne de Châteauroux,€230K,€2K,Right,CB,6.2,172
A. D'Alberto,23,Belgium,67,Moreirense FC,€850K,€2K,Right,RB,5.93,163
Lee Seok Hyun,28,Korea Republic,67,Pohang Steelers,€750K,€3K,Right,RCM,5.93,150
W. Francis,27,Costa Rica,67,Seattle Sounders FC,€625K,€3K,Left,LB,5.9,159
B. Vătăjelu,25,Romania,67,Sparta Praha,€950K,€1K,Left,LM,5.7,154
M. Bani,24,Italy,67,Chievo Verona,€875K,€5K,Right,RCB,6.2,172
N. Butzen,25,Germany,67,1. FC Magdeburg,€925K,€5K,Right,RM,5.93,150
L. Ilić,18,Serbia,67,NAC Breda,€1.3M,€15K,Left,CAM,6.0,161
E. Trejo,28,Mexico,67,Querétaro,€750K,€4K,Left,CM,5.7,152
T. Eaves,26,England,67,Gillingham,€900K,€4K,Right,RS,6.4,190
D. Del Fabro,23,Italy,67,US Cremonese,€875K,€20K,Right,CB,6.2,179
Pol García,23,Spain,67,Sint-Truidense VV,€900K,€4K,Left,LCB,6.0,165
F. Escobar,23,Argentina,67,Atlanta United,€900K,€2K,Right,RB,6.0,165
D. Agazzi,25,Italy,67,Livorno,€950K,€8K,Right,RCM,5.8,154
C. Cambon,31,France,67,US Orléans Loiret Football,€525K,€2K,Right,RCB,6.0,168
A. Tembeng,26,Cameroon,67,CD Tondela,€800K,€2K,Left,CDM,6.2,187
A. Gomes,17,England,67,Manchester United,€1.5M,€15K,Right,CAM,5.3,134
Estevãtinho,26,Brazil,67,Fluminense,€825K,€9K,Right,CAM,5.93,163
S. Lex,28,Germany,67,TSV 1860 München,€775K,€3K,Right,RW,5.93,163
Bernabé,25,Spain,67,Gimnàstic de Tarragona,€750K,€2K,Right,GK,6.2,168
K. Matsubara,25,Japan,67,Yokohama F. Marinos,€850K,€2K,Right,RB,5.97,161
E. Purita,21,Argentina,67,San Martin de Tucumán,€1.5M,€5K,Right,RB,5.6,152
S. Guri,24,Albania,67,KV Oostende,€1M,€5K,Right,ST,6.2,190
C. Albanis,23,Greece,67,AEK Athens,€1M,€1K,Right,LM,6.0,176
F. Holthaus,23,Germany,67,FC Energie Cottbus,€950K,€1K,Left,LWB,5.97,168
L. da Silva Lopes,19,Portugal,67,Wigan Athletic,€1.3M,€8K,Right,RM,5.6,134
S. MacDonald,30,Wales,67,Wigan Athletic,€575K,€16K,Right,CDM,6.1,159
M. Reynolds,31,Scotland,67,Aberdeen,€525K,€3K,Left,CB,5.97,150
M. Janota,27,Poland,67,Arka Gdynia,€800K,€2K,Left,CAM,5.7,163
Piao Cheng,28,China PR,67,Beijing Sinobo Guoan FC,€750K,€7K,Right,RCM,5.9,152
M. McNulty,25,Scotland,67,Reading,€950K,€12K,Right,ST,5.93,154
Alan Schons,25,Brazil,67,Moreirense FC,€950K,€2K,Right,CM,5.97,165
L. Heredia,21,Argentina,67,Club Atlético Colón,€1.1M,€4K,Right,RW,6.1,174
T. Elliott,27,England,67,Millwall,€825K,€6K,Right,ST,6.4,168
R. Lundström,28,Sweden,67,AIK,€600K,€3K,Right,RWB,6.0,159
S. Ganz,24,Italy,67,Ascoli,€1M,€2K,Right,ST,5.9,150
A. El Kaabi,25,Morocco,67,Hebei China Fortune FC,€1M,€6K,Left,ST,6.0,165
P. Testroet,27,Germany,67,FC Erzgebirge Aue,€825K,€3K,Right,LS,6.1,190
S. Benyamina,28,Germany,67,Pogoń Szczecin,€800K,€3K,Right,ST,6.3,174
C. Sepúlveda,26,Chile,67,CD Huachipato,€850K,€2K,Right,LCM,5.9,161
E. Assifuah,24,Ghana,67,Le Havre AC,€975K,€3K,Right,ST,5.8,154
L. Robles,31,Mexico,67,Puebla FC,€525K,€3K,Right,CM,5.7,154
V. N'Simba,24,DR Congo,67,Clermont Foot 63,€800K,€2K,Left,LB,5.6,148
C. Handke,29,Germany,67,1. FC Magdeburg,€600K,€5K,Right,CB,6.3,176
S. Córdova,20,Venezuela,67,FC Augsburg,€1.3M,€7K,Right,ST,6.2,192
K. Kratz,31,Germany,67,Atlanta United,€675K,€3K,Right,CAM,5.8,159
M. Lowe,21,England,67,Aberdeen,€1.1M,€9K,Left,LB,5.9,163
Claude Gonçalves,24,Portugal,67,ESTAC Troyes,€850K,€3K,Right,CDM,5.9,152
D. Swanson,31,Scotland,67,St. Johnstone FC,€675K,€3K,Right,LM,5.6,130
G. Trauner,26,Austria,67,LASK Linz,€850K,€4K,Right,CB,6.0,181
Accioly,37,Brazil,67,Santa Clara,€100K,€2K,Right,LCB,6.2,181
G. Iñíguez,24,Argentina,67,Udinese,€1M,€8K,Right,CM,5.8,168
D. Furlong,22,England,67,Queens Park Rangers,€900K,€3K,Right,RB,5.97,168
J. Larsson,21,Sweden,67,IFK Norrköping,€1.3M,€2K,Left,ST,5.9,152
Matheus Índio,22,Brazil,67,Boavista FC,€1.1M,€3K,Left,RM,5.7,154
Guarrotxena,25,Spain,67,Pogoń Szczecin,€900K,€3K,Right,RM,5.93,146
D. McGowan,26,Australia,67,Gangwon FC,€750K,€2K,Right,CB,6.1,176
B. Sankoh,26,Guinea,67,Stade Malherbe Caen,€800K,€7K,Right,CDM,5.97,161
G. Evans,30,England,67,Portsmouth,€725K,€4K,Right,CAM,6.0,176
J. Gómez,27,Argentina,67,Unión Española,€700K,€2K,Right,RB,6.0,181
A. Márquez,26,Chile,67,CD O'Higgins,€725K,€3K,Right,RB,5.8,170
O. Čelůstka,29,Czech Republic,67,Antalyaspor,€575K,€6K,Right,RCB,6.1,176
F. Öztorun,31,Turkey,67,Atiker Konyaspor,€500K,€6K,Left,LB,5.9,146
C. Mafla,25,Colombia,67,Atlético Nacional,€825K,€2K,Left,LB,5.9,146
I. Ochoa,21,Mexico,67,CD Everton de Viña del Mar,€975K,€6K,Right,CDM,6.0,159
Lucas Fernandes,20,Brazil,67,Portimonense SC,€1.5M,€3K,Right,CM,5.9,157
Fernando Andrade,25,Brazil,67,Santa Clara,€1M,€2K,Right,RW,6.0,165
T. Breukers,30,Netherlands,67,Heracles Almelo,€550K,€3K,Right,RB,6.0,170
E. Salomonsson,29,Sweden,67,IFK Göteborg,€575K,€2K,Right,RWB,6.0,161
A. Iacobucci,27,Italy,67,Frosinone,€600K,€4K,Right,GK,6.2,181
P. Izzo,23,Australia,67,Adelaide United,€725K,€1K,Right,GK,6.0,179
M. Farrona Pulido,25,Germany,67,VfL Osnabrück,€925K,€2K,Right,LM,5.9,154
S. Diarra,23,Mali,67,Racing Club de Lens,€1M,€3K,Right,RM,5.8,137
Frederico Rendel,30,Brazil,67,Cruzeiro,€725K,€9K,Right,CAM,5.97,157
R. Tait,28,Scotland,67,Motherwell,€600K,€3K,Right,LWB,5.93,170
Y. Kurtuluş,32,Turkey,67,Antalyaspor,€450K,€6K,Right,RCM,5.9,154
M. Starke,27,Namibia,67,FC Carl Zeiss Jena,€900K,€1K,Left,CF,5.93,179
J. Wilson,22,England,67,Aberdeen,€1.1M,€29K,Left,ST,6.0,161
E. Tozlu,27,Turkey,67,Yeni Malatyaspor,€800K,€5K,Left,LM,5.93,163
Javi Flores,32,Spain,67,Elche CF,€575K,€3K,Right,LCM,5.7,150
R. Cereceda,33,Chile,67,CD O'Higgins,€290K,€3K,Left,LB,5.8,161
E. Padella,29,Italy,67,Ascoli,€600K,€2K,Right,LCB,6.2,172
J. Onguéné,20,Cameroon,67,FC Red Bull Salzburg,€1.5M,€8K,Right,LCB,6.1,170
B. Bahn,25,Germany,67,Hallescher FC,€925K,€2K,Right,LDM,5.97,152
D. Prokop,21,Austria,67,FK Austria Wien,€1.3M,€5K,Right,CAM,5.7,150
N. Seufert,21,Germany,67,DSC Arminia Bielefeld,€1.3M,€4K,Right,CM,6.0,161
S. Lobjanidze,23,Georgia,67,Randers FC,€1.1M,€4K,Left,LM,5.9,137
J. Miño,30,Argentina,67,Deportes Iquique,€575K,€1K,Right,LDM,5.97,183
M. Ullmann,22,Austria,67,LASK Linz,€1M,€3K,Left,LM,5.97,143
M. Mandorlini,29,Italy,67,Padova,€725K,€2K,Right,CM,5.97,172
C. Mahoney,21,England,67,Birmingham City,€1.2M,€14K,Left,RM,5.9,148
J. Fortes,29,Cape Verde,67,Excelsior,€575K,€3K,Right,RB,6.0,165
G. Mastinu,26,Italy,67,Spezia,€900K,€2K,Left,CAM,5.9,170
Alex Doneiro,30,Brazil,67,Atlético Mineiro,€725K,€11K,Left,CAM,5.9,157
Miguel Oliveira,24,Portugal,67,Vitória Guimarães,€700K,€2K,Left,GK,6.5,216
J. von Haacke,24,Germany,67,SV Meppen,€975K,€6K,Left,RDM,5.97,168
Jang Yun Ho,21,Korea Republic,67,Jeonbuk Hyundai Motors,€1.1M,€3K,Right,CM,5.93,150
F. Beijmo,20,Sweden,67,SV Werder Bremen,€1.2M,€6K,Right,RB,6.1,170
D. Furman,30,South Africa,67,,€0,€0,Right,LDM,6.0,161
Park Jong Woo,29,Korea Republic,67,Suwon Samsung Bluewings,€725K,€3K,Right,CM,5.97,163
E. Lieftink,24,Netherlands,67,Willem II,€1M,€3K,Left,CM,6.1,176
Diego Aguirre,27,Spain,67,Real Zaragoza,€800K,€4K,Left,LM,5.9,141
Gustavo Pastinho,26,Brazil,67,Internacional,€825K,€10K,Right,ST,6.0,165
R. Manaj,21,Albania,67,Albacete BP,€1.3M,€14K,Right,ST,6.0,168
F. Kadioglu,18,Netherlands,67,Fenerbahçe SK,€1.3M,€9K,Right,CAM,5.8,141
Alex López,21,Spain,67,RCD Espanyol,€1.1M,€6K,Right,CM,5.9,150
D. Perkins,36,England,67,Rochdale,€240K,€2K,Left,CM,5.6,168
J. Bendik,29,United States,67,Orlando City SC,€625K,€2K,Left,GK,6.3,216
Varela,23,Spain,67,CF Rayo Majadahonda,€900K,€2K,Left,LM,5.9,150
Oriol Busquets,19,Spain,67,FC Barcelona,€1.5M,€14K,Right,CDM,6.1,170
Pipa,20,Spain,67,RCD Espanyol,€975K,€6K,Right,RB,5.9,150
Pardo,30,Spain,67,Extremadura UD,€575K,€3K,Right,RCB,6.2,172
T. Lam,24,Finland,67,PEC Zwolle,€825K,€3K,Right,LCM,6.2,168
J. Rodon,20,Wales,67,Swansea City,€1M,€6K,Right,LCB,6.4,168
Abel Ruiz,18,Spain,67,FC Barcelona,€1.6M,€21K,Right,ST,6.0,161
J. Attinella,29,United States,67,Portland Timbers,€600K,€2K,Right,GK,6.2,190
A. Mendoza,24,Mexico,67,U.N.A.M.,€825K,€6K,Left,LB,5.8,170
P. Zinckernagel,23,Denmark,67,FK Bodø/Glimt,€1M,€2K,Right,RW,5.9,154
E. Güral,29,Turkey,67,Alanyaspor,€750K,€5K,Left,RM,6.2,174
Ko Seung Beom,24,Korea Republic,67,Daegu FC,€1M,€3K,Right,RM,5.9,159
E. Zhegrova,19,Kosovo,67,KRC Genk,€1.4M,€3K,Left,RM,5.9,152
B. Baráth,26,Hungary,67,,€0,€0,Right,RB,6.2,165
E. Bakker,28,Netherlands,67,De Graafschap,€750K,€3K,Right,RCM,5.93,170
G. Kastaneer,22,Curacao,67,NAC Breda,€1.2M,€3K,Right,LM,6.1,187
R. Rubin,22,United States,67,Club Tijuana,€1.1M,€7K,Right,ST,5.97,161
F. Altamirano,22,Argentina,67,Club Atlético Banfield,€1.1M,€3K,Right,GK,6.1,172
M. Wanitzek,25,Germany,67,Karlsruher SC,€950K,€3K,Right,LCM,5.93,163
H. Fujiharu,29,Japan,67,Gamba Osaka,€575K,€4K,Left,LB,5.9,132
C. Colmán,24,Paraguay,67,FC Dallas,€1.1M,€3K,Right,ST,6.0,174
K. Kuchaev,20,Russia,67,PFC CSKA Moscow,€1.2M,€1K,Right,CAM,6.0,163
J. Shonga,21,Zambia,67,Orlando Pirates,€1.1M,€1K,Right,ST,5.93,141
S. Sararer,28,Turkey,67,Karlsruher SC,€775K,€3K,Right,LM,5.97,196
M. Grimes,22,England,67,Swansea City,€1M,€8K,Left,LB,5.93,154
G. Kamara,22,Finland,67,Dundee FC,€1.1M,€3K,Right,RCM,6.0,161
J. Salas,24,Mexico,67,Cruz Azul,€975K,€7K,Right,CM,6.0,161
R. Perraud,20,France,67,Paris FC,€1.2M,€7K,Left,LB,5.8,150
G. Baldock,25,England,67,Sheffield United,€800K,€4K,Right,RWB,5.9,148
Y. Nakayama,21,Japan,67,Kashiwa Reysol,€925K,€3K,Left,LDM,5.97,168
P. Eler,27,Slovenia,67,FC Wacker Innsbruck,€900K,€3K,Right,ST,6.1,161
Nano,33,Spain,67,UD Almería,€290K,€3K,Left,LB,6.0,161
X. Mlambo,27,South Africa,67,Orlando Pirates,€850K,€1K,Right,CM,5.7,154
O. Andrievskyi,24,Ukraine,67,Dynamo Kyiv,€925K,€1K,Left,CDM,5.93,161
A. Judge,29,Republic of Ireland,67,Brentford,€750K,€16K,Right,LW,5.7,154
E. Alvarado,29,Costa Rica,67,Trabzonspor,€525K,€8K,Right,GK,6.4,187
Buatu,24,Angola,67,Rio Ave FC,€875K,€3K,Right,LCB,6.2,192
A. Czerwiński,25,Poland,67,Zagłębie Lubin,€800K,€2K,Right,RB,5.97,163
V. Sarno,30,Italy,67,Padova,€725K,€2K,Left,CAM,5.6,139
M. Pušić,30,Austria,67,SV Mattersburg,€725K,€8K,Left,ST,6.2,168
E. Fryers,25,England,67,Barnsley,€800K,€4K,Left,LB,6.0,176
P. Caballero,32,Argentina,67,UD Almería,€600K,€4K,Left,ST,6.3,174
A. El-Abd,33,Egypt,67,Wycombe Wanderers,€300K,€3K,Right,LCB,5.97,194
K. Wojtkowski,20,Poland,67,Wisła Kraków,€1.7M,€2K,Right,CAM,5.8,146
T. Boss,25,Germany,67,SG Dynamo Dresden,€750K,€5K,Right,GK,6.1,181
J. Earl,19,England,67,Preston North End,€1.1M,€2K,Left,LB,6.4,172
S. Özkan,31,Turkey,67,Antalyaspor,€675K,€6K,Right,LM,5.8,150
J. Murillo,24,Colombia,67,Independiente Medellín,€900K,€1K,Right,LCB,6.0,159
S. Jaime,31,Argentina,67,Unión Española,€675K,€2K,Right,ST,5.93,157
M. Bader,21,Germany,67,1. FC Köln,€975K,€5K,Right,RB,5.9,161
D. Arboleda,23,Colombia,67,América de Cali,€1.1M,€1K,Right,CB,6.3,183
B. Merlini,22,Argentina,67,San Lorenzo de Almagro,€1.2M,€6K,Right,LM,5.5,137
M. Smith,29,Northern Ireland,67,Heart of Midlothian,€575K,€3K,Right,RB,5.97,157
M. Helik,22,Poland,67,Cracovia,€875K,€2K,Right,CB,6.3,176
J. Föhrenbach,22,Germany,67, SSV Jahn Regensburg,€875K,€6K,Left,LB,6.0,179
K. Mizunuma,28,Japan,67,Cerezo Osaka,€775K,€3K,Right,RM,5.9,159
S. Jamieson,29,Australia,67,Melbourne City FC,€575K,€4K,Left,LB,5.93,157
R. Grange,29,France,67,Sporting de Charleroi,€750K,€5K,Right,RM,5.93,163
D. Nazarov,28,Azerbaijan,67,FC Erzgebirge Aue,€800K,€4K,Right,ST,6.0,161
C. Robles,26,Colombia,67,Deportes Tolima,€825K,€2K,Right,CDM,5.7,154
M. Akbaş,28,Turkey,67,Trabzonspor,€625K,€10K,Left,CB,6.2,179
J. Eggestein,20,Germany,67,SV Werder Bremen,€1.7M,€7K,Right,RW,6.0,165
P. Bouby,34,France,67,US Orléans Loiret Football,€230K,€2K,Left,LCB,6.0,172
V. Berisha,24,Norway,67,SK Rapid Wien,€975K,€6K,Right,LM,5.9,157
Sérgio Marakis,26,Portugal,67,CD Nacional,€775K,€4K,Right,CDM,5.93,168
N. Rubio,23,Colombia,67,Envigado FC,€1.2M,€1K,Right,CAM,5.6,146
Xande Silva,21,Portugal,67,West Ham United,€1.3M,€18K,Right,ST,5.93,150
Claudio Silbeiro,34,Brazil,67,Atlético Paranaense,€400K,€6K,Left,ST,6.0,165
S. Marzo,27,Belgium,67,Sporting Lokeren,€625K,€5K,Right,RB,5.97,152
G. Villagra,36,Chile,67,CD Antofagasta,€240K,€1K,Right,CM,5.9,148
Carlos Abad,23,Spain,67,Córdoba CF,€950K,€2K,Right,GK,6.4,194
M. Prévot,21,France,67,FC Sochaux-Montbéliard,€1.1M,€1K,Right,GK,6.0,154
C. Maguire,29,Scotland,67,Sunderland,€750K,€5K,Right,CAM,5.7,150
F. Serrarens,27,Netherlands,67,De Graafschap,€900K,€4K,Right,LS,6.2,183
K. Løkberg,26,Norway,67,Ranheim Fotball,€925K,€2K,Right,RCM,5.9,152
S. Scherder,25,Germany,67,SC Preußen Münster,€775K,€2K,Right,CB,6.2,190
Venanzio Meirás,30,Brazil,67,Chapecoense,€725K,€6K,Left,ST,6.0,170
João Pedro,25,Brazil,67,Al Fateh,€975K,€10K,Right,ST,5.97,194
L. Duarte,27,Netherlands,67,Heracles Almelo,€775K,€3K,Left,RM,5.7,157
Quintanilla,27,Spain,67,Córdoba CF,€750K,€3K,Right,RCB,6.0,174
E. Carvajal,29,Chile,67,Deportes Iquique,€600K,€2K,Right,CDM,5.8,148
T. Fosu,22,England,67,Charlton Athletic,€1.1M,€4K,Right,CAM,5.7,148
L. Caicedo,22,Colombia,67,New England Revolution,€1.1M,€3K,Right,RDM,5.8,148
Néstor Albiach,25,Spain,67,Sparta Praha,€925K,€1K,Left,CAM,6.2,185
A. DeLaGarza,30,Guam,67,Houston Dynamo,€550K,€3K,Right,RB,5.9,150
A. Durak,31,Turkey,67,Çaykur Rizespor,€525K,€5K,Right,CDM,5.97,176
T. Haye,23,Netherlands,67,Lecce,€975K,€2K,Right,CM,5.93,163
Jaílson,22,Brazil,67,Fenerbahçe SK,€1.1M,€15K,Right,CDM,5.93,163
J. Steele,27,England,67,Brighton & Hove Albion,€650K,€11K,Right,GK,6.2,174
P. Vlachodimos,26,Greece,67,Nîmes Olympique,€825K,€6K,Right,LM,6.0,163
D. Bohar,26,Slovenia,67,Zagłębie Lubin,€825K,€3K,Right,RM,5.8,152
H. Elhouni,24,Libya,67,CD Aves,€1M,€4K,Right,LW,5.9,148
O. Mihálik,21,Czech Republic,67,AZ Alkmaar,€1.1M,€4K,Right,ST,6.2,157
L. Nestor,29,France,67,Valenciennes FC,€675K,€3K,Right,CB,5.93,154
J. Thomassen,30,Norway,67,Sarpsborg 08 FF,€550K,€2K,Left,LB,5.97,172
S. Lewerenz,27,Germany,67,Holstein Kiel,€800K,€5K,Right,LM,5.9,161
V. Marchetti,20,France,67,AS Nancy Lorraine,€1.2M,€2K,Left,LB,5.97,154
G. Lódico,20,Argentina,67,Club Atlético Lanús,€1.3M,€5K,Right,CM,5.8,159
Leandro,25,Brazil,67,Kashima Antlers,€925K,€4K,Right,LM,5.93,168
R. Colclough,23,England,67,Scunthorpe United,€1M,€4K,Right,LM,6.0,161
J. Ampuero,31,Chile,67,Unión Española,€525K,€2K,Right,RCB,6.0,181
Dani Romera,22,Spain,67,Cádiz CF,€1.1M,€4K,Right,ST,5.8,152
C. Acuña,30,Paraguay,67,Albacete BP,€725K,€4K,Right,ST,5.9,165
A. Radovanović,24,Serbia,67,Racing Club de Lens,€850K,€3K,Left,RCB,6.2,183
W. Moimbé-Tahrat,29,France,67,AS Nancy Lorraine,€575K,€3K,Left,LB,5.8,148
R. de Boer,20,Netherlands,67,AZ Alkmaar,€1M,€3K,Right,GK,6.2,192
N. Julan,21,France,67,En Avant de Guingamp,€1.3M,€6K,Right,ST,6.5,183
T. Ebner,26,Austria,67,FK Austria Wien,€750K,€6K,Right,RCM,5.97,165
A. Vindheim,22,Norway,67,Malmö FF,€900K,€2K,Right,RB,6.0,174
L. Acevedo,26,Argentina,67,San Martin de Tucumán,€800K,€4K,Right,RCB,6.6,214
S. Zúñiga,28,Chile,67,Curicó Unido,€775K,€2K,Right,RDM,5.6,165
T. Vlietinck,20,Belgium,67,Club Brugge KV,€1.4M,€6K,Right,RM,5.93,154
E. Friberg,32,Sweden,67,BK Häcken,€575K,€2K,Right,LCM,5.93,154
A. Oshilaja,25,England,67,AFC Wimbledon,€825K,€3K,Right,RB,5.97,165
G. Herrera,34,Argentina,67,Rosario Central,€400K,€6K,Right,ST,5.97,183
J. Nyholm,24,Sweden,67,AIK,€900K,€3K,Right,CB,6.0,163
D. Nishi,30,Japan,67,Kashima Antlers,€550K,€4K,Right,RB,5.9,161
Nadjack,24,Guinea Bissau,67,Rio Ave FC,€850K,€3K,Right,RB,6.0,163
K. Broadfoot,33,Scotland,67,Kilmarnock,€300K,€3K,Right,RCB,6.3,196
K. Omori,26,Japan,67,FC Tokyo,€825K,€4K,Right,LM,5.7,154
K. Begois,36,Belgium,67,FC Groningen,€100K,€2K,Right,GK,6.1,174
Alemão,31,Brazil,67,Pohang Steelers,€525K,€3K,Right,CB,5.97,165
T. Asta-Buruaga,21,Chile,67,CD Antofagasta,€1M,€1K,Right,RCB,6.1,154
K. Azamoum,28,France,67,Cádiz CF,€625K,€4K,Right,CDM,5.93,163
A. Mozo,21,Mexico,67,U.N.A.M.,€900K,€5K,Right,RB,5.8,150
A. Gilbey,23,England,67,Milton Keynes Dons,€1.1M,€5K,Right,LCM,6.0,161
S. Nagasawa,29,Japan,67,Vissel Kobe,€750K,€5K,Right,ST,6.4,181
Jorge Fellipe,29,Brazil,67,CD Aves,€600K,€4K,Left,CB,6.5,183
M. Rutten,25,Netherlands,67,VVV-Venlo,€800K,€3K,Right,RB,5.93,152
Neris,26,Brazil,67,Boavista FC,€850K,€3K,Right,RCB,6.3,194
Moon Chang Jin,24,Korea Republic,67,Gangwon FC,€975K,€2K,Right,RM,5.7,139
J. Mena,29,Colombia,67,Club Atlético Aldosivi,€675K,€4K,Right,CB,6.0,174
C. Espinosa,35,Chile,67,Curicó Unido,€325K,€1K,Left,CAM,5.8,154
A. Nkaka,22,Belgium,67,KV Oostende,€925K,€4K,Right,LDM,5.97,174
Álvaro Tejero,21,Spain,67,Albacete BP,€1.1M,€24K,Right,RB,5.9,152
F. Concas,31,Italy,67,Carpi,€675K,€2K,Right,RM,5.93,137
A. Coșelev,24,Moldova,67,Fortuna Sittard,€725K,€2K,Right,GK,6.7,198
D. Kolovos,25,Greece,67,Willem II,€975K,€3K,Right,CAM,6.0,163
Zhang Yuning,21,China PR,67,ADO Den Haag,€1.1M,€9K,Right,ST,6.0,152
J. Perch,32,England,67,Scunthorpe United,€450K,€4K,Right,CDM,5.97,176
Rafael de Aseiro,26,Brazil,67,Sport Club do Recife,€525K,€4K,Left,GK,6.3,187
I. Niane,19,Senegal,67,FC Metz,€1.6M,€2K,Right,ST,6.2,161
J. Anibaba,29,United States,67,New England Revolution,€600K,€3K,Right,CB,6.0,170
Iñigo Muñoz,21,Spain,67,Athletic Club de Bilbao,€1.4M,€6K,Right,RW,5.6,132
T. Sana,28,Sweden,67,Aarhus GF,€800K,€6K,Right,LCM,5.8,141
P. Papp,28,Romania,67,Sivasspor,€625K,€5K,Right,CB,6.2,176
T. Tzandaris,25,Greece,67,Panathinaikos FC,€800K,€1K,Left,CDM,5.8,154
K. Staude,21,Germany,67,DSC Arminia Bielefeld,€1.2M,€4K,Right,LM,5.9,154
A. Oumarou,31,Cameroon,67,Al Qadisiyah,€675K,€8K,Right,ST,6.2,172
Lee Bum Young,29,Korea Republic,67,Gangwon FC,€525K,€2K,Right,GK,6.4,198
I. Kecojević,30,Montenegro,67,Cádiz CF,€575K,€3K,Right,CB,6.3,187
L. Cárdenas,24,Mexico,67,Querétaro,€725K,€3K,Right,GK,6.0,185
L. López,24,Mexico,67,Club León,€975K,€8K,Right,CM,5.9,143
A. Sedlar,26,Serbia,67,Piast Gliwice,€800K,€3K,Right,LCB,5.93,174
A. Woodyard,25,England,67,Peterborough United,€825K,€4K,Right,RCM,5.9,128
I. Koné,27,France,67,KSV Cercle Brugge,€750K,€5K,Right,CDM,5.97,179
J. Hernández,32,Colombia,67,Deportivo Pasto,€450K,€1K,Right,CDM,5.9,161
J. Espinoza,26,Chile,67,CD O'Higgins,€650K,€4K,Right,RB,5.7,170
T. Hamed,29,Egypt,67,,€0,€0,Right,LDM,5.7,148
L. Dvali,23,Georgia,67,Pogoń Szczecin,€900K,€2K,Right,LCB,6.3,176
T. Ugajin,30,Japan,67,Urawa Red Diamonds,€725K,€5K,Right,LM,5.8,157
Abraham,32,Spain,67,Gimnàstic de Tarragona,€425K,€3K,Left,LB,5.9,157
G. Edwards,25,Wales,67,Ipswich Town,€950K,€4K,Right,RM,5.9,168
J. Zuluaga,25,Colombia,67,Jaguares de Córdoba,€825K,€1K,Right,RB,5.9,148
A. Lundqvist,24,Sweden,67,Houston Dynamo,€875K,€2K,Left,LB,5.9,143
C. Wyke,25,England,67,Sunderland,€975K,€5K,Right,ST,6.1,163
B. Godeau,26,Belgium,67,Royal Excel Mouscron,€800K,€4K,Left,LCB,6.3,172
P. Mullins,26,United States,67,Columbus Crew SC,€925K,€3K,Left,ST,6.1,176
T. Sekine,23,Japan,67,Sint-Truidense VV,€1M,€8K,Right,RM,5.6,134
Zé Turbo,21,Guinea Bissau,67,Newell's Old Boys,€1.2M,€5K,Left,ST,6.2,181
I. Franjić,30,Australia,67,Perth Glory,€550K,€2K,Right,RB,5.97,170
M. Boxall,29,New Zealand,67,Minnesota United FC,€600K,€3K,Right,RCB,6.2,201
J. Schoop,29,Denmark,67,Vejle Boldklub,€725K,€4K,Left,LCM,5.9,159
C. Traoré,26,Mali,67,FC Nantes,€725K,€8K,Left,LB,5.97,163
J. Williams,30,United States,67,Columbus Crew SC,€575K,€3K,Right,LCB,6.2,185
A. Jackson,24,England,67,Barnsley,€975K,€4K,Right,CB,6.2,176
L. Povea,24,Chile,67,CD Huachipato,€1M,€2K,Right,CM,5.9,161
S. Ngom,25,Senegal,67,FC Nantes,€1M,€9K,Right,ST,5.97,187
Adaílton,27,Brazil,67,Júbilo Iwata,€825K,€3K,Right,ST,5.9,183
A. Bell,24,England,67,Blackburn Rovers,€900K,€11K,Left,LB,5.97,170
B. Galloway,22,England,67,Everton,€850K,€20K,Left,LB,6.1,163
F. Bravo,24,Argentina,67,Patronato,€925K,€4K,Right,CDM,6.1,181
